id	string	family	given	name	flag	start	end
bm000053444	Cherry, E. (Nellie) (fl. 1907-1910)	Cherry	E.	E. Cherry			
bm000357803	Béna, Robert	Béna	Robert	Robert Béna			
bm000346222	Picot, Henry Philip	Picot	Henry Philip	Henry Philip Picot			
bm000333952	Vierhapper, Friedrich (1844-1903)	Vierhapper	Friedrich	Friedrich Vierhapper		1844	1903
bm000140913	Rojas H., Agustin	Rojas H.	Agustin	Agustin Rojas H.			
bm000030652	Ballesteros, W. (fl. 1986)	Ballesteros	W.	W. Ballesteros	fl. 	1986	
bm000140402	Miranda, Guillermo (fl. 1981)	Miranda	Guillermo	Guillermo Miranda	fl. 	1981	
bm000153148	Perrotet, G.S. (1793-1870)	Perrotet	G.S.	G.S. Perrotet		1793	1870
bm000340409	Abbott, Thomas F.	Abbott	Thomas F.	Thomas F. Abbott			
bm000337820	Renqvist, Henrik Vilhelm	Renqvist	Henrik Vilhelm	Henrik Vilhelm Renqvist			
bm000372308	Willmarth, Harriet M.	Willmarth	Harriet M.	Harriet M. Willmarth			
bm000128433	Snow, Neil (1960-)	Snow	Neil	Neil Snow		1960	
bm000380406	Rachmat (1871-1957)	Rachmat (1871-1957)             					
bm000025599	Van Kerkhoven, Emiel (fl. 1912-1913)	Van Kerkhoven	Emiel	Emiel Van Kerkhoven	fl. 	1912	1913
bm000379210	Cazier, S.E.	Cazier	S.E.	S.E. Cazier			
bm000005618	Merxmüller, Hermann (1920-1988)	Merxmüller	Hermann	Hermann Merxmüller		1920	1988
bm000350576	Shan, Han-Jung	Shan	Han-Jung	Han-Jung Shan			
bm000378063	Gremers (fl. 1990)	Gremers (fl. 1990)             					
bm000349185	Wissinger	Wissinger             					
bm000139784	Iniquez, E.	Iniquez	E.	E. Iniquez			
bm000352591	Thwaites, W.A.	Thwaites	W.A.	W.A. Thwaites			
bm000053824	Clary, Karen Husum (1952-)	Clary	Karen Husum	Karen Husum Clary		1952	
bm000037378	Lazare, Jean-Jacques (1949-)	Lazare	Jean-Jacques	Jean-Jacques Lazare		1949	
bm000347550	Bailey, G.H.	Bailey	G.H.	G.H. Bailey			
bm000332113	Hölboll, C.P. (1795-1856)	Hölboll	C.P.	C.P. Hölboll		1795	1856
bm000365243	Millward, A.	Millward	A.	A. Millward			
bm000360986	Sieurin, Emil	Sieurin	Emil	Emil Sieurin			
bm000348386	Ravaud	Ravaud             					
bm000378213	Schramm, Otto Christoph (1791-1863)	Schramm	Otto Christoph	Otto Christoph Schramm		1791	1863
bm000377849	Spennemann, August W.	Spennemann	August W.	August W. Spennemann			
bm000354011	Córdoba, A.	Córdoba	A.	A. Córdoba			
bm000331676	Martelino, A. (fl. 1919)	Martelino	A.	A. Martelino	fl. 	1919	
bm000024350	Roscher, Albrecht (1836-1860)	Roscher	Albrecht	Albrecht Roscher		1836	1860
bm000137808	Santos, Flávio A.M. dos (fl. 1981-2001)	Santos	Flávio A.M. dos	Flávio A.M. dos Santos	fl. 	1981	2001
bm000040770	Araque Molina, Jorge (fl. 1948-1950)	Araque Molina	Jorge	Jorge Araque Molina	fl. 	1948	1950
bm000332096	Gates, Hezekiah (-1850)	Gates	Hezekiah	Hezekiah Gates			
bm000326873	Kickx, Jean (1803-1864)	Kickx	Jean	Jean Kickx		1803	1864
bm000376312	Balfour, Andrew	Balfour	Andrew	Andrew Balfour			
bm000042613	Sullivan, James Rodney (fl. 1970)	Sullivan	James Rodney	James Rodney Sullivan	fl. 	1970	
bm000365423	Corlett, Michael P. (1937-)	Corlett	Michael P.	Michael P. Corlett		1937	
bm000055571	Stearns, Elmer (fl. 1912)	Stearns	Elmer	Elmer Stearns	fl. 	1912	
bm000000295	Aublet, Jean Baptiste Christophore Fusée (1720-1778)	Aublet	Jean Baptiste Christophore Fusée	Jean Baptiste Christophore Fusée Aublet		1720	1778
bm000329654	Eastham, John William (1879-1968)	Eastham	John William	John William Eastham		1879	1968
bm000378574	Domingo, D.C.	Domingo	D.C.	D.C. Domingo			
bm000326686	TRUE, Rodney Howard (1866-1940)	TRUE	Rodney Howard	Rodney Howard TRUE		1866	1940
bm000344179	Garretsen	Garretsen             					
bm000348213	Tschesnokoff	Tschesnokoff             					
bm000335789	Ashcroft, George B.	Ashcroft	George B.	George B. Ashcroft			
bm000152186	Kolbe, A.E.	Kolbe	A.E.	A.E. Kolbe			
bm000300171	Lewis, Waller August (1817-1882)	Lewis	Waller August	Waller August Lewis		1817	1882
bm000117188	Cadena, A. (fl. 1989)	Cadena	A.	A. Cadena	fl. 	1989	
bm000154265	Teillier Arredondo, Sebastian	Teillier Arredondo	Sebastian	Sebastian Teillier Arredondo			
bm000023954	Louvel, Modeste (François Clément) (1877-1957)	Louvel	Modeste	Modeste Louvel			
bm000126480	Wheatley, J.I. (fl. 1992-1993)	Wheatley	J.I.	J.I. Wheatley	fl. 	1992	1993
bm000368052	Rätzel, Stefan	Rätzel	Stefan	Stefan Rätzel			
bm000381097	Barrett, William Bowles (1833-1915)	Barrett	William Bowles	William Bowles Barrett		1833	1915
bm000038254	Plowden, Walter Chichele (1820-1860)	Plowden	Walter Chichele	Walter Chichele Plowden		1820	1860
bm000130821	Randlehoff, C.J. (fl. 2001)	Randlehoff	C.J.	C.J. Randlehoff	fl. 	2001	
bm000359367	Martin, Anton Rolandsson (1729-1786)	Martin	Anton Rolandsson	Anton Rolandsson Martin		1729	1786
bm000328753	Boswell, Eliza	Boswell	Eliza	Eliza Boswell			
bm000151475	Gillies, N.M.E. (1902-)	Gillies	N.M.E.	N.M.E. Gillies		1902	
bm000344677	Will, Heinrich Ludwig Philipp (1840-1901)	Will	Heinrich Ludwig Philipp	Heinrich Ludwig Philipp Will		1840	1901
bm000028131	Haygarth, Walter Jacques (1862-1950)	Haygarth	Walter Jacques	Walter Jacques Haygarth		1862	1950
bm000131057	Vericel, Christian (fl. 1995-2001)	Vericel	Christian	Christian Vericel	fl. 	1995	2001
bm000334732	Seeley, John	Seeley	John	John Seeley			
bm000334092	Takhtajan, Armen Leonovich (1910-)	Takhtajan	Armen Leonovich	Armen Leonovich Takhtajan		1910	
bm000058798	Stewart, D.R.M. (fl. 1959-1973)	Stewart	D.R.M.	D.R.M. Stewart	fl. 	1959	1973
bm000055597	Bauer, Ferdinand Lukas (1760-1826)	Bauer	Ferdinand Lukas	Ferdinand Lukas Bauer		1760	1826
bm000337950	White, J.	White	J.	J. White			
bm000044002	Gimate Leyva, Jorge Rafael (fl. 1972)	Gimate Leyva	Jorge Rafael	Jorge Rafael Gimate Leyva	fl. 	1972	
bm000368718	Titov, A.N. (1959-)	Titov	A.N.	A.N. Titov		1959	
bm000351396	Thiébaut, L. de	Thiébaut	L. de	L. de Thiébaut			
bm000349282	Houle, Gilles	Houle	Gilles	Gilles Houle			
bm000200309	Low, H. (1793-1863)	Low	H.	H. Low		1793	1863
bm000065499	Till, W.J. (fl. 1936)	Till	W.J.	W.J. Till	fl. 	1936	
bm000343763	Danhof, G.N.	Danhof	G.N.	G.N. Danhof			
bm000380786	Hartman, Emily Lou (1932-)	Hartman	Emily Lou	Emily Lou Hartman		1932	
bm000154193	Sutton, Brian Charles (1938-)	Sutton	Brian Charles	Brian Charles Sutton		1938	
bm000355871	Springer, J.K.	Springer	J.K.	J.K. Springer			
bm000128767	Leal, Miguel Esteban (1967-)	Leal	Miguel Esteban	Miguel Esteban Leal		1967	
bm000125944	Moreillon, Eric (fl. 1905)	Moreillon	Eric	Eric Moreillon	fl. 	1905	
bm000137832	Duarte, Mariza Côrtes (fl. 1985)	Duarte	Mariza Côrtes	Mariza Côrtes Duarte	fl. 	1985	
bm000057180	Lotz, Ernst (fl. 1912-1913)	Lotz	Ernst	Ernst Lotz	fl. 	1912	1913
bm000372204	Norstedt, John (fl. 1930)	Norstedt	John	John Norstedt	fl. 	1930	
bm000363203	Ramesh, B.R. (1956-)	Ramesh	B.R.	B.R. Ramesh		1956	
bm000400288	Czernjaëw, B.M.	Czernjaëw	B.M.	B.M. Czernjaëw			
bm000151605	Gyllenhaal, C. (fl. 1996)	Gyllenhaal	C.	C. Gyllenhaal	fl. 	1996	
bm000360830	Schratt, Luise	Schratt	Luise	Luise Schratt			
bm000066708	Cialdella, Ana María (1956-)	Cialdella	Ana María	Ana María Cialdella		1956	
bm000368764	Tsui (Tsueh), You-Wen (Yu-Wen, Yu-Wan) (1907-1980)	Tsui (Tsueh)	You-Wen	You-Wen Tsui (Tsueh)			
bm000041284	Chrysogone	Chrysogone             					
bm000348421	Jørgensen, Christian (1818-1886)	Jørgensen	Christian	Christian Jørgensen		1818	1886
bm000136088	Nolte, D.	Nolte	D.	D. Nolte			
bm000400364	Fitzpatrick, M.F. (fl. 1890)	Fitzpatrick	M.F.	M.F. Fitzpatrick	fl. 	1890	
bm000325956	McClatchie, Alfred James (1861-1906)	McClatchie	Alfred James	Alfred James McClatchie		1861	1906
bm000356579	Williams, A.T.	Williams	A.T.	A.T. Williams			
bm000152857	Mwaura, P.K. (fl. 1992)	Mwaura	P.K.	P.K. Mwaura	fl. 	1992	
bm000346430	Beattie, James (1735-1803)	Beattie	James	James Beattie		1735	1803
bm000364606	Cartwright, R.F.	Cartwright	R.F.	R.F. Cartwright			
bm000338610	Juan Rodríguez, Rocío	Juan Rodríguez	Rocío	Rocío Juan Rodríguez			
bm000357544	Hearsey, John Bennett (1793-1865)	Hearsey	John Bennett	John Bennett Hearsey		1793	1865
bm000044810	Donett, María I.	Donett	María I.	María I. Donett			
bm000377717	Candler, Edmund (fl. 1896-1900)	Candler	Edmund	Edmund Candler	fl. 	1896	1900
bm000381323	White, Peter S. (1948-)	White	Peter S.	Peter S. White		1948	
bm000392089	Littlejohn, Robert (1756-1818)	Littlejohn	Robert	Robert Littlejohn		1756	1818
bm000357166	North, Laura	North	Laura	Laura North			
bm000009105	Wasshausen, Dieter Carl (1938-)	Wasshausen	Dieter Carl	Dieter Carl Wasshausen		1938	
bm000128366	Riggenbach, F.W. (fl. 1902-1909)	Riggenbach	F.W.	F.W. Riggenbach	fl. 	1902	1909
bm000035860	Foster, Racine C. (1910-1991)	Foster	Racine C.	Racine C. Foster		1910	1991
bm000338334	MacTier, W.F.	MacTier	W.F.	W.F. MacTier			
bm000367672	Rea, Paul Marshall (1878-1948)	Rea	Paul Marshall	Paul Marshall Rea		1878	1948
bm000142778	Monti, Laura (fl. 1992)	Monti	Laura	Laura Monti	fl. 	1992	
bm000038295	Mayorga, Luis Armando (fl. 1945)	Mayorga	Luis Armando	Luis Armando Mayorga	fl. 	1945	
bm000382585	Cimarolli, Storo Silvestro (1854-)	Cimarolli	Storo Silvestro	Storo Silvestro Cimarolli		1854	
bm000063349	Zetek, James (1886-1959)	Zetek	James	James Zetek		1886	1959
bm000200047	Barker, William Robert (1948-)	Barker	William Robert	William Robert Barker		1948	
bm000124508	Romero, S. (fl. 1993)	Romero	S.	S. Romero	fl. 	1993	
bm000348296	Moulton, Dora H.	Moulton	Dora H.	Dora H. Moulton			
bm000154391	Uria, R. (fl. 2007)	Uria	R.	R. Uria	fl. 	2007	
bm000367816	Pluskal, Franisček Sal. (1811-1901)	Pluskal	Franisček Sal.	Franisček Sal. Pluskal		1811	1901
bm000390232	Bailey's Collector (fl. 1935)	Bailey's Collector (fl. 1935)             					
bm000360510	Stebbins	Stebbins             					
bm000326827	Mendonça, J.R.	Mendonça	J.R.	J.R. Mendonça			
bm000341106	Hunter, Sylvester Joseph (1829-1896)	Hunter	Sylvester Joseph	Sylvester Joseph Hunter		1829	1896
bm000400427	Gressit, J.L.	Gressit	J.L.	J.L. Gressit			
bm000055910	Blackburn, Edward Bevens (-1839)	Blackburn	Edward Bevens	Edward Bevens Blackburn			
bm000326082	Nesbitt, R. Mark A. (1961-)	Nesbitt	R. Mark A.	R. Mark A. Nesbitt		1961	
bm000054954	Loreno, A.M. da C. (fl. 1882)	Loreno	A.M. da C.	A.M. da C. Loreno	fl. 	1882	
bm000340101	Hayne, J.	Hayne	J.	J. Hayne			
bm000368516	Spinner, Henri (1875-1962)	Spinner	Henri	Henri Spinner		1875	1962
bm000381164	Samsiö, G.N.	Samsiö	G.N.	G.N. Samsiö			
bm000365784	Lindemann, Emanuel von (1795-1845)	Lindemann	Emanuel von	Emanuel von Lindemann		1795	1845
bm000330677	Bridges, Edwin L.	Bridges	Edwin L.	Edwin L. Bridges			
bm000042311	Griffith, T.R. (1893-)	Griffith	T.R.	T.R. Griffith		1893	
bm000355503	Miao, Shen	Miao	Shen	Shen Miao			
bm000329505	Bentley, Robert (1821-1893)	Bentley	Robert	Robert Bentley		1821	1893
bm000365867	Fanlo, Rosario (1947-)	Fanlo	Rosario	Rosario Fanlo		1947	
bm000374409	Vanpruk Phicharu, Phya	Vanpruk Phicharu	Phya	Phya Vanpruk Phicharu			
bm000348970	Ng, Chung-Lam	Ng	Chung-Lam	Chung-Lam Ng			
bm000352473	Hanssens, J.	Hanssens	J.	J. Hanssens			
bm000348307	Arvonen, Maja	Arvonen	Maja	Maja Arvonen			
bm000028176	Landsberge, van	Landsberge	van	van Landsberge			
bm000367358	Mehrotra, Bishan N. (1936-)	Mehrotra	Bishan N.	Bishan N. Mehrotra		1936	
bm000361419	Johanssen, H.E.	Johanssen	H.E.	H.E. Johanssen			
bm000365860	Hwang, Fung-Yuan	Hwang	Fung-Yuan	Fung-Yuan Hwang			
bm000366961	Lou, Lien-Lee (1923-)	Lou	Lien-Lee	Lien-Lee Lou		1923	
bm000390584	Lees, Frederick Arnold (1847-1921)	Lees	Frederick Arnold	Frederick Arnold Lees		1847	1921
bm000130024	Vidal (fl. 1900)	Vidal (fl. 1900)             					
bm000060830	Urrunaga, Rosa	Urrunaga	Rosa	Rosa Urrunaga			
bm000358667	Stockwell	Stockwell             					
bm000344208	Centro Escolar Univ. Students	Centro Escolar Univ. Students             					
bm000361830	Pollock, W.	Pollock	W.	W. Pollock			
bm000151509	Good, Peter (-1803)	Good	Peter	Peter Good			
bm000050925	Odonkor	Odonkor             					
bm000127116	Brenner, Ola (fl. 1898)	Brenner	Ola	Ola Brenner	fl. 	1898	
bm000140043	Orta Dávila, María Argentina	Orta Dávila	María Argentina	María Argentina Orta Dávila			
bm000357241	Robinson, C.E.	Robinson	C.E.	C.E. Robinson			
bm000142924	Akiley, F.	Akiley	F.	F. Akiley			
bm000128970	Hutchings, Judith Anne (1941-)	Hutchings	Judith Anne	Judith Anne Hutchings		1941	
bm000364613	Dipper, F. (fl. 1981)	Dipper	F.	F. Dipper	fl. 	1981	
bm000337296	Schmidt, T.	Schmidt	T.	T. Schmidt			
bm000362166	Norris, F.E.B.	Norris	F.E.B.	F.E.B. Norris			
bm000300422	Gremli, August (Auguste) (1833-1899)	Gremli	August	August Gremli			
bm000367958	Harrow, Robert Lewis (1867-1954)	Harrow	Robert Lewis	Robert Lewis Harrow		1867	1954
bm000010782	Dávila Aranda, Patricia Dolóres (1955-)	Dávila Aranda	Patricia Dolóres	Patricia Dolóres Dávila Aranda		1955	
bm000029867	Arevalo, Anibal (fl. 1975-1976)	Arevalo	Anibal	Anibal Arevalo	fl. 	1975	1976
bm000131124	Mpile, A. (fl. 2001)	Mpile	A.	A. Mpile	fl. 	2001	
bm000343296	Mascher, Jan W.	Mascher	Jan W.	Jan W. Mascher			
bm000393170	Holmes, Kate (fl. 1880-1935)	Holmes	Kate	Kate Holmes	fl. 	1880	1935
bm000348328	Shimozama, I.	Shimozama	I.	I. Shimozama			
bm000349710	Rockas, Inga-Lill	Rockas	Inga-Lill	Inga-Lill Rockas			
bm000354187	Rogers, J.M.	Rogers	J.M.	J.M. Rogers			
bm000361469	Tu, Li-Zchui (1932-)	Tu	Li-Zchui	Li-Zchui Tu		1932	
bm000369500	Xiang, Ying-Hai (1936-)	Xiang	Ying-Hai	Ying-Hai Xiang		1936	
bm000369392	Hua, Dong (1944-)	Hua	Dong	Dong Hua		1944	
bm000004556	Kraenzlin, Friedrich (Fritz) Wilhelm Ludwig (1847-1934)	Kraenzlin	Friedrich	Friedrich Kraenzlin			
bm000075948	Bettfreund, Karl (fl. 1887-1902)	Bettfreund	Karl	Karl Bettfreund	fl. 	1887	1902
bm000364389	Owen, Gwyneth	Owen	Gwyneth	Gwyneth Owen			
bm000369441	Vicens, Magdalena	Vicens	Magdalena	Magdalena Vicens			
bm000153121	Peebles, Robert Hibbs (1900-1955)	Peebles	Robert Hibbs	Robert Hibbs Peebles		1900	1955
bm000353577	Tirto Atmodjo, R. (-1903)	Tirto Atmodjo	R.	R. Tirto Atmodjo			
bm000380588	Lokhorst, Gijsbert M. (1943-)	Lokhorst	Gijsbert M.	Gijsbert M. Lokhorst		1943	
bm000377362	Flores, José S.	Flores	José S.	José S. Flores			
bm000348434	Razon	Razon             					
bm000355608	Xu, Ying	Xu	Ying	Ying Xu			
bm000370234	Neuner, Wolfgang (1949-)	Neuner	Wolfgang	Wolfgang Neuner		1949	
bm000355872	Koskimies, Arvo E.	Koskimies	Arvo E.	Arvo E. Koskimies			
bm000000396	Balls, Edward Kent (1892-1984)	Balls	Edward Kent	Edward Kent Balls		1892	1984
bm000335363	Steele, Edward Strieby (1850-1942)	Steele	Edward Strieby	Edward Strieby Steele		1850	1942
bm000361259	Steyn Parvé	Steyn Parvé             					
bm000360017	Gilbert, Thomas	Gilbert	Thomas	Thomas Gilbert			
bm000337810	Wielandt, H.	Wielandt	H.	H. Wielandt			
bm000360681	Roikeland, A.	Roikeland	A.	A. Roikeland			
bm000351955	Ferber, Johan Jakob (1743-1790)	Ferber	Johan Jakob	Johan Jakob Ferber		1743	1790
bm000348505	Bovier, E.L.	Bovier	E.L.	E.L. Bovier			
bm000368897	Vorobiev, D.P. (1906-1984)	Vorobiev	D.P.	D.P. Vorobiev		1906	1984
bm000046837	Norris, James Newcome (1942-)	Norris	James Newcome	James Newcome Norris		1942	
bm000347157	Lagowski	Lagowski             					
bm000367458	Munjal, Ram Lal (1920-)	Munjal	Ram Lal	Ram Lal Munjal		1920	
bm000379761	Saklani, Arvind	Saklani	Arvind	Arvind Saklani			
bm000372547	Alcasid, Godefredo L.	Alcasid	Godefredo L.	Godefredo L. Alcasid			
bm000154508	Vrijdaghs, A. (fl. 2004-2006)	Vrijdaghs	A.	A. Vrijdaghs	fl. 	2004	2006
bm000129964	Salvan, L. (fl. 1904-1905)	Salvan	L.	L. Salvan	fl. 	1904	1905
bm000060442	Pérez-Silva, Evegilina	Pérez-Silva	Evegilina	Evegilina Pérez-Silva			
bm000133707	Maul, G.	Maul	G.	G. Maul			
bm000033537	Pena, Bento da Silva (fl. 1970-1973)	Pena	Bento da Silva	Bento da Silva Pena	fl. 	1970	1973
bm000037918	Ekeberg, Carl Gustav (1716-1784)	Ekeberg	Carl Gustav	Carl Gustav Ekeberg		1716	1784
bm000355459	Errera, P.	Errera	P.	P. Errera			
bm000373318	Maihle, Nita J.	Maihle	Nita J.	Nita J. Maihle			
bm000370048	Johnson, Jim	Johnson	Jim	Jim Johnson			
bm000001238	Caley, George (1770-1829)	Caley	George	George Caley		1770	1829
bm000371628	Elliott, Irving	Elliott	Irving	Irving Elliott			
bm000052158	Hasselbring, Heinrich (1875-1932)	Hasselbring	Heinrich	Heinrich Hasselbring		1875	1932
bm000370344	Pinto-Cruz, Carla B. (1974-)	Pinto-Cruz	Carla B.	Carla B. Pinto-Cruz		1974	
bm000011597	Muller, Albert Stanley (1901-)	Muller	Albert Stanley	Albert Stanley Muller		1901	
bm000381467	Thompson, E.W.	Thompson	E.W.	E.W. Thompson			
bm000337652	Aitken, R.T.	Aitken	R.T.	R.T. Aitken			
bm000125204	Ferri, Mário Guimarães (fl. 1944-1980)	Ferri	Mário Guimarães	Mário Guimarães Ferri	fl. 	1944	1980
bm000133435	Hermans, Merel (1979-)	Hermans	Merel	Merel Hermans		1979	
bm000324225	Stevens, George Walter (1868-)	Stevens	George Walter	George Walter Stevens		1868	
bm000353614	Turner, Judith	Turner	Judith	Judith Turner			
bm000141057	Vega, Andrea S. (fl. 1998-)	Vega	Andrea S.	Andrea S. Vega	fl. 	1998	
bm000373367	Blume, Riber	Blume	Riber	Riber Blume			
bm000036352	Stables, J.H. (fl. 1955)	Stables	J.H.	J.H. Stables	fl. 	1955	
bm000361982	Tickerman, E.	Tickerman	E.	E. Tickerman			
bm000140148	Llamas, G. (fl. 1970)	Llamas	G.	G. Llamas	fl. 	1970	
bm000338044	O'Conner, Mary A.	O'Conner	Mary A.	Mary A. O'Conner			
bm000326400	Pérez, J.	Pérez	J.	J. Pérez			
bm000129379	Pechuël-Lösche, Elsbeth (fl. 1884-1885)	Pechuël-Lösche	Elsbeth	Elsbeth Pechuël-Lösche	fl. 	1884	1885
bm000004212	Kanehira, Ryôzô (1882-1948)	Kanehira	Ryôzô	Ryôzô Kanehira		1882	1948
bm000380398	Otis, John Pickering (1846-1934)	Otis	John Pickering	John Pickering Otis		1846	1934
bm000360649	Boulloumié	Boulloumié             					
bm000339824	Praed (fl. 1828-1829)	Praed (fl. 1828-1829)             					
bm000376120	Brun, P. le	Brun	P. le	P. le Brun			
bm000383010	Jardine, James Tertius (1881-)	Jardine	James Tertius	James Tertius Jardine		1881	
bm000130582	Pircher, A. (fl. 1976)	Pircher	A.	A. Pircher	fl. 	1976	
bm000351659	Mehus, Harald	Mehus	Harald	Harald Mehus			
bm000360186	Pompe van Meerdervoort	Pompe van Meerdervoort             					
bm000150479	Boot, R.G.A. (fl. 1996)	Boot	R.G.A.	R.G.A. Boot	fl. 	1996	
bm000378136	Fagerstén, Reino Rikhard (1931-)	Fagerstén	Reino Rikhard	Reino Rikhard Fagerstén		1931	
bm000152080	Kaulback, Ronald John Henry (1909-1996)	Kaulback	Ronald John Henry	Ronald John Henry Kaulback		1909	1996
bm000139300	Cota F., Armando	Cota F.	Armando	Armando Cota F.			
bm000368998	Lai, Yi-Qi	Lai	Yi-Qi	Yi-Qi Lai			
bm000047172	Roczon, Edgar	Roczon	Edgar	Edgar Roczon			
bm000049179	Masferrer y Arquimbau, Ramón (1850-1884)	Masferrer y Arquimbau	Ramón	Ramón Masferrer y Arquimbau		1850	1884
bm000393156	Mason, Samuel (fl. 1800)	Mason	Samuel	Samuel Mason	fl. 	1800	
bm000038717	Level Yanabe, José Silverio (1929-)	Level Yanabe	José Silverio	José Silverio Level Yanabe		1929	
bm000362587	Palmerston, Christie (1850-1893)	Palmerston	Christie	Christie Palmerston		1850	1893
bm000041454	Montealegre, Jaime R.	Montealegre	Jaime R.	Jaime R. Montealegre			
bm000344095	Dias, F.	Dias	F.	F. Dias			
bm000338337	Von Lom, J.D.	Von Lom	J.D.	J.D. Von Lom			
bm000328481	Branderhorst, Bastiaan (1880-)	Branderhorst	Bastiaan	Bastiaan Branderhorst		1880	
bm000129393	Peyrot, Jean-Pierre (fl. 1961-1963)	Peyrot	Jean-Pierre	Jean-Pierre Peyrot	fl. 	1961	1963
bm000126010	Weber, Anne Antoinette (1852-1942)	Weber	Anne Antoinette	Anne Antoinette Weber		1852	1942
bm000152845	Munda, I.M. (1927-)	Munda	I.M.	I.M. Munda		1927	
bm000118507	Marcus, M. (fl. 1982)	Marcus	M.	M. Marcus	fl. 	1982	
bm000041052	Worthington, Thomas Berkeley (-1970)	Worthington	Thomas Berkeley	Thomas Berkeley Worthington			
bm000369092	Urban, Zdeněk (1923-2000)	Urban	Zdeněk	Zdeněk Urban		1923	2000
bm000153450	Ramazy, E.	Ramazy	E.	E. Ramazy			
bm000002155	Doumergue, François (c. 1858-1938)	Doumergue	François	François Doumergue			
bm000131226	Sigara (fl. 1989-1990)	Sigara (fl. 1989-1990)             					
bm000151145	Eddy, Alan (1937-1998)	Eddy	Alan	Alan Eddy		1937	1998
bm000349190	Schwartz, John E.	Schwartz	John E.	John E. Schwartz			
bm000340681	Holmes, Joseph Austin (1859-1915)	Holmes	Joseph Austin	Joseph Austin Holmes		1859	1915
bm000380634	Martins	Martins             					
bm000401358	Reader, H.P. (1840-1929)	Reader	H.P.	H.P. Reader		1840	1929
bm000039862	Figueroa Potes, Adelberto (fl. 1940-1941)	Figueroa Potes	Adelberto	Adelberto Figueroa Potes	fl. 	1940	1941
bm000351588	Jewett, F.	Jewett	F.	F. Jewett			
bm000342238	Fleury, C.M.	Fleury	C.M.	C.M. Fleury			
bm000339315	Liu, Li-Xian	Liu	Li-Xian	Li-Xian Liu			
bm000060308	Marsh, Ernest George (1914-)	Marsh	Ernest George	Ernest George Marsh		1914	
bm000050689	Fahlberg, Samuel (1758-1834)	Fahlberg	Samuel	Samuel Fahlberg		1758	1834
bm000043461	Brink, Estelle (1936-)	Brink	Estelle	Estelle Brink		1936	
bm000081579	Gould, Katherine R. (1968-)	Gould	Katherine R.	Katherine R. Gould		1968	
bm000381058	Ström, Hjalmar	Ström	Hjalmar	Hjalmar Ström			
bm000353092	Osswald, Louis (1854-1918)	Osswald	Louis	Louis Osswald		1854	1918
bm000002877	Gay, Jacques Étienne (1786-1864)	Gay	Jacques Étienne	Jacques Étienne Gay		1786	1864
bm000344239	Manaloe, J.	Manaloe	J.	J. Manaloe			
bm000400170	Braylsford, James (fl. 1695)	Braylsford	James	James Braylsford	fl. 	1695	
bm000400604	Ko, S.P. (fl. 1930-1963)	Ko	S.P.	S.P. Ko	fl. 	1930	1963
bm000150956	Darwin, E. (1731-1802)	Darwin	E.	E. Darwin		1731	1802
bm000400801	Murata, Gen (1907-)	Murata	Gen	Gen Murata		1907	
bm000324775	Bisby, Guy Richard (1889-1958)	Bisby	Guy Richard	Guy Richard Bisby		1889	1958
bm000039307	Taylor, Mary Elizabeth (1904-)	Taylor	Mary Elizabeth	Mary Elizabeth Taylor		1904	
bm000128047	Schumann, Adolf (Dolf) Wilhelm (1918-2001)	Schumann	Adolf	Adolf Schumann			
bm000365180	Brunton, W.L. (fl. 1864)	Brunton	W.L.	W.L. Brunton	fl. 	1864	
bm000354775	Zangooie	Zangooie             					
bm000376304	Woynar, Heinrich Karl (1865-1917)	Woynar	Heinrich Karl	Heinrich Karl Woynar		1865	1917
bm000333399	Rodriguez, F.M.	Rodriguez	F.M.	F.M. Rodriguez			
bm000364566	Moreland, P.S.	Moreland	P.S.	P.S. Moreland			
bm000058040	Edwards, Peter John (1947-)	Edwards	Peter John	Peter John Edwards		1947	
bm000355253	Ma, Yang-Jun	Ma	Yang-Jun	Yang-Jun Ma			
bm000360977	Dorst, J.	Dorst	J.	J. Dorst			
bm000359293	Vernall, H.J.	Vernall	H.J.	H.J. Vernall			
bm000127772	Raholivelo, Liliane (fl. 1994-1995)	Raholivelo	Liliane	Liliane Raholivelo	fl. 	1994	1995
bm000121660	Hartog, Jan (c. 1663-1722)	Hartog	Jan	Jan Hartog			
bm000339905	Grubbe, B. Hunt (fl. 1911)	Grubbe	B. Hunt	B. Hunt Grubbe	fl. 	1911	
bm000360957	Figari, W.	Figari	W.	W. Figari			
bm000348932	Waller, Charles	Waller	Charles	Charles Waller			
bm000150779	Clapham, Arthur Roy (1904-1990)	Clapham	Arthur Roy	Arthur Roy Clapham		1904	1990
bm000371140	Aalto, Marjatta (1939-)	Aalto	Marjatta	Marjatta Aalto		1939	
bm000333117	Kirschner, Jan (1955-)	Kirschner	Jan	Jan Kirschner		1955	
bm000046942	Jones, N. (fl. 1947)	Jones	N.	N. Jones	fl. 	1947	
bm000375675	Montellin, C.O.U.	Montellin	C.O.U.	C.O.U. Montellin			
bm000040192	Verwoerd, Len (fl. 1924-1981)	Verwoerd	Len	Len Verwoerd	fl. 	1924	1981
bm000130893	Stiefel, S.-L. (fl. 1999)	Stiefel	S.-L.	S.-L. Stiefel	fl. 	1999	
bm000330311	Titov, V.S. (fl. 1913-1915)	Titov	V.S.	V.S. Titov	fl. 	1913	1915
